"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456013,"2012/03/26","Mon",1.0079
2456014,"2012/03/27","Tue",1.0072
2456015,"2012/03/28","Wed",1.0016
2456016,"2012/03/29","Thu",1.0001
2456017,"2012/03/30","Fri",1.0009
"(C) 2012 Prof. Werner Antweiler, UBC"
