"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456321,"2013/01/28","Mon",0.92090
2456322,"2013/01/29","Tue",0.91912
2456323,"2013/01/30","Wed",0.90942
2456324,"2013/01/31","Thu",0.91008
2456325,"2013/02/01","Fri",0.90432
"(C) 2013 Prof. Werner Antweiler, UBC"
