"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455187,"2009/12/21","Mon",0.58699
2455188,"2009/12/22","Tue",0.59372
2455189,"2009/12/23","Wed",0.59834
2455190,"2009/12/24","Thu",0.59819
"(C) 2009 Prof. Werner Antweiler, UBC"
