"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456377,"2013/03/25","Mon",92.336
2456378,"2013/03/26","Tue",92.678
2456379,"2013/03/27","Wed",92.764
2456380,"2013/03/28","Thu",92.593
"(C) 2013 Prof. Werner Antweiler, UBC"
