"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456539,"2013/09/03","Tue",1.0486
2456540,"2013/09/04","Wed",1.0385
2456541,"2013/09/05","Thu",1.0431
2456542,"2013/09/06","Fri",1.0459
"(C) 2013 Prof. Werner Antweiler, UBC"
