"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456405,"2013/04/22","Mon",0.74660
2456406,"2013/04/23","Tue",0.74912
2456407,"2013/04/24","Wed",0.74923
2456408,"2013/04/25","Thu",0.75443
2456409,"2013/04/26","Fri",0.75500
"(C) 2013 Prof. Werner Antweiler, UBC"
