"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455642,"2011/03/21","Mon",0.92678
2455643,"2011/03/22","Tue",0.92558
2455644,"2011/03/23","Wed",0.92302
2455645,"2011/03/24","Thu",0.92963
2455646,"2011/03/25","Fri",0.93519
"(C) 2011 Prof. Werner Antweiler, UBC"
