"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456020,"2012/04/02","Mon",0.96712
2456021,"2012/04/03","Tue",0.97295
2456022,"2012/04/04","Wed",0.97914
2456023,"2012/04/05","Thu",0.97761
"(C) 2012 Prof. Werner Antweiler, UBC"
