"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456202,"2012/10/01","Mon",79.365
2456203,"2012/10/02","Tue",79.365
2456204,"2012/10/03","Wed",79.618
2456205,"2012/10/04","Thu",79.872
2456206,"2012/10/05","Fri",80.580
"(C) 2012 Prof. Werner Antweiler, UBC"
