"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455859,"2011/10/24","Mon",75.815
2455860,"2011/10/25","Tue",74.794
2455861,"2011/10/26","Wed",75.301
2455862,"2011/10/27","Thu",76.278
2455863,"2011/10/28","Fri",76.046
"(C) 2011 Prof. Werner Antweiler, UBC"
