"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456811,"2014/06/02","Mon",0.54780
2456812,"2014/06/03","Tue",0.54690
2456813,"2014/06/04","Wed",0.54600
2456814,"2014/06/05","Thu",0.54454
2456815,"2014/06/06","Fri",0.54451
"(C) 2014 Prof. Werner Antweiler, UBC"
