"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456412,"2013/04/29","Mon",0.63658
2456413,"2013/04/30","Tue",0.63890
2456414,"2013/05/01","Wed",0.63662
2456415,"2013/05/02","Thu",0.63910
2456416,"2013/05/03","Fri",0.63759
"(C) 2013 Prof. Werner Antweiler, UBC"
