"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456041,"2012/04/23","Mon",0.92123
2456042,"2012/04/24","Tue",0.92081
2456043,"2012/04/25","Wed",0.92387
2456044,"2012/04/26","Thu",0.92285
2456045,"2012/04/27","Fri",0.92456
"(C) 2012 Prof. Werner Antweiler, UBC"
