"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455706,"2011/05/24","Tue",1.0231
2455707,"2011/05/25","Wed",1.0241
2455708,"2011/05/26","Thu",1.0195
2455709,"2011/05/27","Fri",1.0234
"(C) 2011 Prof. Werner Antweiler, UBC"
