"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456468,"2013/06/24","Mon",0.72537
2456469,"2013/06/25","Tue",0.72722
2456470,"2013/06/26","Wed",0.73448
2456471,"2013/06/27","Thu",0.73308
2456472,"2013/06/28","Fri",0.73121
"(C) 2013 Prof. Werner Antweiler, UBC"
