"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455712,"2011/05/30","Mon",82.919
2455713,"2011/05/31","Tue",83.893
2455714,"2011/06/01","Wed",83.195
2455715,"2011/06/02","Thu",82.713
"(C) 2011 Prof. Werner Antweiler, UBC"
