"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456444,"2013/05/31","Fri",1.00685
2456447,"2013/06/03","Mon",0.99473
2456448,"2013/06/04","Tue",1.00251
2456449,"2013/06/05","Wed",1.01410
2456450,"2013/06/06","Thu",1.01771
2456451,"2013/06/07","Fri",1.03178
"(C) 2013 Prof. Werner Antweiler, UBC"
