"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456476,"2013/07/02","Tue",0.62602
2456477,"2013/07/03","Wed",0.62263
2456478,"2013/07/04","Thu",0.63107
2456479,"2013/07/05","Fri",0.63468
"(C) 2013 Prof. Werner Antweiler, UBC"
