"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455621,"2011/02/28","Mon",0.63203
2455622,"2011/03/01","Tue",0.62937
2455623,"2011/03/02","Wed",0.62988
2455624,"2011/03/03","Thu",0.63079
2455625,"2011/03/04","Fri",0.63355
"(C) 2011 Prof. Werner Antweiler, UBC"
