"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455930,"2012/01/03","Tue",0.63311
2455931,"2012/01/04","Wed",0.63103
2455932,"2012/01/05","Thu",0.63359
2455933,"2012/01/06","Fri",0.63339
"(C) 2012 Prof. Werner Antweiler, UBC"
