"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455978,"2012/02/20","Mon",0.76057
2455979,"2012/02/21","Tue",0.75786
2455980,"2012/02/22","Wed",0.75472
2455981,"2012/02/23","Thu",0.75250
2455982,"2012/02/24","Fri",0.74372
"(C) 2012 Prof. Werner Antweiler, UBC"
