"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455978,"2012/02/20","Mon",1.0077
2455979,"2012/02/21","Tue",1.0045
2455980,"2012/02/22","Wed",1.0000
2455981,"2012/02/23","Thu",1.0015
2455982,"2012/02/24","Fri",1.0012
"(C) 2012 Prof. Werner Antweiler, UBC"
