"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456559,"2013/09/23","Mon",0.97248
2456560,"2013/09/24","Tue",0.97135
2456561,"2013/09/25","Wed",0.97135
2456562,"2013/09/26","Thu",0.96890
2456563,"2013/09/27","Fri",0.97087
"(C) 2013 Prof. Werner Antweiler, UBC"
