"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455930,"2012/01/03","Tue",0.99108
2455931,"2012/01/04","Wed",0.98668
2455932,"2012/01/05","Thu",0.98068
2455933,"2012/01/06","Fri",0.97733
"(C) 2012 Prof. Werner Antweiler, UBC"
