"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455614,"2011/02/21","Mon",0.74333
2455615,"2011/02/22","Tue",0.74256
2455616,"2011/02/23","Wed",0.73244
2455617,"2011/02/24","Thu",0.73665
2455618,"2011/02/25","Fri",0.74107
"(C) 2011 Prof. Werner Antweiler, UBC"
