"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456539,"2013/09/03","Tue",0.88889
2456540,"2013/09/04","Wed",0.89270
2456541,"2013/09/05","Thu",0.89888
2456542,"2013/09/06","Fri",0.90310
"(C) 2013 Prof. Werner Antweiler, UBC"
