"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456384,"2013/04/01","Mon",0.64575
2456385,"2013/04/02","Tue",0.65206
2456386,"2013/04/03","Wed",0.65181
2456387,"2013/04/04","Thu",0.64901
2456388,"2013/04/05","Fri",0.63984
"(C) 2013 Prof. Werner Antweiler, UBC"
