"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456811,"2014/06/02","Mon",0.67463
2456812,"2014/06/03","Tue",0.67245
2456813,"2014/06/04","Wed",0.67137
2456814,"2014/06/05","Thu",0.67155
2456815,"2014/06/06","Fri",0.67042
"(C) 2014 Prof. Werner Antweiler, UBC"
