"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456650,"2013/12/23","Mon",0.94313
2456651,"2013/12/24","Tue",0.94171
2456654,"2013/12/27","Fri",0.93484
2456657,"2013/12/30","Mon",0.93985
2456658,"2013/12/31","Tue",0.94020
2456660,"2014/01/02","Thu",0.94047
2456661,"2014/01/03","Fri",0.94215
"(C) 2014 Prof. Werner Antweiler, UBC"
