"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456048,"2012/04/30","Mon",0.76482
2456049,"2012/05/01","Tue",0.76846
2456050,"2012/05/02","Wed",0.76864
2456051,"2012/05/03","Thu",0.77077
2456052,"2012/05/04","Fri",0.76734
"(C) 2012 Prof. Werner Antweiler, UBC"
