"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456258,"2012/11/26","Mon",82.508
2456259,"2012/11/27","Tue",82.781
2456260,"2012/11/28","Wed",82.440
2456261,"2012/11/29","Thu",82.645
2456262,"2012/11/30","Fri",83.126
"(C) 2012 Prof. Werner Antweiler, UBC"
