"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455642,"2011/03/21","Mon",0.72140
2455643,"2011/03/22","Tue",0.72041
2455644,"2011/03/23","Wed",0.72098
2455645,"2011/03/24","Thu",0.72249
2455646,"2011/03/25","Fri",0.72312
"(C) 2011 Prof. Werner Antweiler, UBC"
