"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456112,"2012/07/03","Tue",78.802
2456113,"2012/07/04","Wed",78.802
2456114,"2012/07/05","Thu",78.927
2456115,"2012/07/06","Fri",78.064
"(C) 2012 Prof. Werner Antweiler, UBC"
