"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456314,"2013/01/21","Mon",0.63625
2456315,"2013/01/22","Tue",0.63468
2456316,"2013/01/23","Wed",0.63191
2456317,"2013/01/24","Thu",0.63175
2456318,"2013/01/25","Fri",0.62806
"(C) 2013 Prof. Werner Antweiler, UBC"
