"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455930,"2012/01/03","Tue",0.75878
2455931,"2012/01/04","Wed",0.76307
2455932,"2012/01/05","Thu",0.76728
2455933,"2012/01/06","Fri",0.76817
"(C) 2012 Prof. Werner Antweiler, UBC"
