"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455677,"2011/04/25","Mon",0.92319
2455678,"2011/04/26","Tue",0.92593
2455679,"2011/04/27","Wed",0.92225
2455680,"2011/04/28","Thu",0.91861
2455681,"2011/04/29","Fri",0.91383
"(C) 2011 Prof. Werner Antweiler, UBC"
