"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455796,"2011/08/22","Mon",0.79573
2455797,"2011/08/23","Tue",0.79910
2455798,"2011/08/24","Wed",0.80476
2455799,"2011/08/25","Thu",0.80880
2455800,"2011/08/26","Fri",0.81780
"(C) 2011 Prof. Werner Antweiler, UBC"
