"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455642,"2011/03/21","Mon",1.0231
2455643,"2011/03/22","Tue",1.0237
2455644,"2011/03/23","Wed",1.0182
2455645,"2011/03/24","Thu",1.0258
2455646,"2011/03/25","Fri",1.0227
"(C) 2011 Prof. Werner Antweiler, UBC"
