"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456496,"2013/07/22","Mon",1.0457
2456497,"2013/07/23","Tue",1.0482
2456498,"2013/07/24","Wed",1.0572
2456499,"2013/07/25","Thu",1.0581
2456500,"2013/07/26","Fri",1.0515
"(C) 2013 Prof. Werner Antweiler, UBC"
