"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455831,"2011/09/26","Mon",0.62193
2455832,"2011/09/27","Tue",0.62582
2455833,"2011/09/28","Wed",0.62500
2455834,"2011/09/29","Thu",0.61679
2455835,"2011/09/30","Fri",0.61611
2455838,"2011/10/03","Mon",0.61904
2455839,"2011/10/04","Tue",0.61230
2455840,"2011/10/05","Wed",0.62004
2455841,"2011/10/06","Thu",0.62274
2455842,"2011/10/07","Fri",0.61958
"(C) 2011 Prof. Werner Antweiler, UBC"
