"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456104,"2012/06/25","Mon",0.62403
2456105,"2012/06/26","Tue",0.62375
2456106,"2012/06/27","Wed",0.62704
2456107,"2012/06/28","Thu",0.62434
2456108,"2012/06/29","Fri",0.62563
"(C) 2012 Prof. Werner Antweiler, UBC"
