"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455859,"2011/10/24","Mon",0.95283
2455860,"2011/10/25","Tue",0.94366
2455861,"2011/10/26","Wed",0.95676
2455862,"2011/10/27","Thu",0.94135
2455863,"2011/10/28","Fri",0.93809
"(C) 2011 Prof. Werner Antweiler, UBC"
