"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455803,"2011/08/29","Mon",0.70472
2455804,"2011/08/30","Tue",0.70746
2455805,"2011/08/31","Wed",0.70957
2455806,"2011/09/01","Thu",0.71793
2455807,"2011/09/02","Fri",0.71741
"(C) 2011 Prof. Werner Antweiler, UBC"
