"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456167,"2012/08/27","Mon",0.97021
2456168,"2012/08/28","Tue",0.96909
2456169,"2012/08/29","Wed",0.97003
2456170,"2012/08/30","Thu",0.96815
2456171,"2012/08/31","Fri",0.96796
2456175,"2012/09/04","Tue",0.96899
2456176,"2012/09/05","Wed",0.96423
2456177,"2012/09/06","Thu",0.97078
2456178,"2012/09/07","Fri",0.96674
"(C) 2012 Prof. Werner Antweiler, UBC"
