"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455831,"2011/09/26","Mon",0.71562
2455832,"2011/09/27","Tue",0.72124
2455833,"2011/09/28","Wed",0.71767
2455834,"2011/09/29","Thu",0.70927
2455835,"2011/09/30","Fri",0.71577
2455838,"2011/10/03","Mon",0.72124
2455839,"2011/10/04","Tue",0.70942
2455840,"2011/10/05","Wed",0.71813
2455841,"2011/10/06","Thu",0.71510
2455842,"2011/10/07","Fri",0.71659
"(C) 2011 Prof. Werner Antweiler, UBC"
