"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456776,"2014/04/28","Mon",92.850
2456777,"2014/04/29","Tue",93.545
2456778,"2014/04/30","Wed",93.197
2456779,"2014/05/01","Thu",93.284
2456780,"2014/05/02","Fri",93.284
"(C) 2014 Prof. Werner Antweiler, UBC"
