"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456804,"2014/05/26","Mon",93.897
2456805,"2014/05/27","Tue",93.985
2456806,"2014/05/28","Wed",93.633
2456807,"2014/05/29","Thu",93.721
2456808,"2014/05/30","Fri",93.633
"(C) 2014 Prof. Werner Antweiler, UBC"
