"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455957,"2012/01/30","Mon",0.99681
2455958,"2012/01/31","Tue",0.99483
2455959,"2012/02/01","Wed",1.00291
2455960,"2012/02/02","Thu",1.00150
2455961,"2012/02/03","Fri",1.00553
"(C) 2012 Prof. Werner Antweiler, UBC"
