"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456384,"2013/04/01","Mon",91.743
2456385,"2013/04/02","Tue",92.081
2456386,"2013/04/03","Wed",91.743
2456387,"2013/04/04","Thu",94.787
2456388,"2013/04/05","Fri",95.057
"(C) 2013 Prof. Werner Antweiler, UBC"
