"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456293,"2012/12/31","Mon",1.0051
2456295,"2013/01/02","Wed",1.0143
2456296,"2013/01/03","Thu",1.0149
2456297,"2013/01/04","Fri",1.0146
"(C) 2013 Prof. Werner Antweiler, UBC"
