"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455894,"2011/11/28","Mon",0.72622
2455895,"2011/11/29","Tue",0.72796
2455896,"2011/11/30","Wed",0.72897
2455897,"2011/12/01","Thu",0.72881
2455898,"2011/12/02","Fri",0.73502
"(C) 2011 Prof. Werner Antweiler, UBC"
