"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456685,"2014/01/27","Mon",0.54324
2456686,"2014/01/28","Tue",0.54104
2456687,"2014/01/29","Wed",0.54168
2456688,"2014/01/30","Thu",0.54298
2456689,"2014/01/31","Fri",0.54675
"(C) 2014 Prof. Werner Antweiler, UBC"
