"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455621,"2011/02/28","Mon",84.104
2455622,"2011/03/01","Tue",84.034
2455623,"2011/03/02","Wed",83.822
2455624,"2011/03/03","Thu",84.531
2455625,"2011/03/04","Fri",84.818
"(C) 2011 Prof. Werner Antweiler, UBC"
