"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456804,"2014/05/26","Mon",0.92132
2456805,"2014/05/27","Tue",0.92005
2456806,"2014/05/28","Wed",0.92022
2456807,"2014/05/29","Thu",0.92276
2456808,"2014/05/30","Fri",0.92022
"(C) 2014 Prof. Werner Antweiler, UBC"
