"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455593,"2011/01/31","Mon",0.99781
2455594,"2011/02/01","Tue",1.00786
2455595,"2011/02/02","Wed",1.01184
2455596,"2011/02/03","Thu",1.01000
2455597,"2011/02/04","Fri",1.01000
"(C) 2011 Prof. Werner Antweiler, UBC"
