"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456552,"2013/09/16","Mon",0.60868
2456553,"2013/09/17","Tue",0.61113
2456554,"2013/09/18","Wed",0.60746
2456555,"2013/09/19","Thu",0.60894
2456556,"2013/09/20","Fri",0.60676
2456559,"2013/09/23","Mon",0.60639
2456560,"2013/09/24","Tue",0.60691
2456561,"2013/09/25","Wed",0.60412
2456562,"2013/09/26","Thu",0.60514
2456563,"2013/09/27","Fri",0.60176
"(C) 2013 Prof. Werner Antweiler, UBC"
