"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456468,"2013/06/24","Mon",92.764
2456469,"2013/06/25","Tue",93.110
2456470,"2013/06/26","Wed",93.110
2456471,"2013/06/27","Thu",93.897
2456472,"2013/06/28","Fri",94.340
"(C) 2013 Prof. Werner Antweiler, UBC"
