"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456496,"2013/07/22","Mon",0.73330
2456497,"2013/07/23","Tue",0.73459
2456498,"2013/07/24","Wed",0.73411
2456499,"2013/07/25","Thu",0.73481
2456500,"2013/07/26","Fri",0.73228
"(C) 2013 Prof. Werner Antweiler, UBC"
