"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456587,"2013/10/21","Mon",0.97116
2456588,"2013/10/22","Tue",0.97238
2456589,"2013/10/23","Wed",0.96293
2456590,"2013/10/24","Thu",0.95951
2456591,"2013/10/25","Fri",0.95694
"(C) 2013 Prof. Werner Antweiler, UBC"
