"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456262,"2012/11/30","Fri",0.96553
2456265,"2012/12/03","Mon",0.96553
2456266,"2012/12/04","Tue",0.96154
2456267,"2012/12/05","Wed",0.96460
2456268,"2012/12/06","Thu",0.96191
2456269,"2012/12/07","Fri",0.96451
"(C) 2012 Prof. Werner Antweiler, UBC"
