"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455706,"2011/05/24","Tue",0.72532
2455707,"2011/05/25","Wed",0.72616
2455708,"2011/05/26","Thu",0.72364
2455709,"2011/05/27","Fri",0.71638
"(C) 2011 Prof. Werner Antweiler, UBC"
