"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455586,"2011/01/24","Mon",0.62945
2455587,"2011/01/25","Tue",0.63311
2455588,"2011/01/26","Wed",0.63247
2455589,"2011/01/27","Thu",0.63251
2455590,"2011/01/28","Fri",0.63207
"(C) 2011 Prof. Werner Antweiler, UBC"
