"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455887,"2011/11/21","Mon",0.96293
2455888,"2011/11/22","Tue",0.96451
2455889,"2011/11/23","Wed",0.95420
2455890,"2011/11/24","Thu",0.95520
2455891,"2011/11/25","Fri",0.95356
"(C) 2011 Prof. Werner Antweiler, UBC"
