"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456444,"2013/05/31","Fri",0.63702
2456447,"2013/06/03","Mon",0.63311
2456448,"2013/06/04","Tue",0.63147
2456449,"2013/06/05","Wed",0.62806
2456450,"2013/06/06","Thu",0.62637
2456451,"2013/06/07","Fri",0.62948
"(C) 2013 Prof. Werner Antweiler, UBC"
